candidate_id,base_candidate_id,target_horizon_hours,decision,reject_reasons,pre_may_pass,post_may_eligible
a7o_l1_C0031_0373__A7R_H96,a7o_l1_C0031_0373,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0180__A7R_H4,a7o_l1_C0031_0180,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0180__A7R_H8,a7o_l1_C0031_0180,8,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive;lag2_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0180__A7R_H12,a7o_l1_C0031_0180,12,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0180__A7R_H24,a7o_l1_C0031_0180,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0180__A7R_H48,a7o_l1_C0031_0180,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0180__A7R_H72,a7o_l1_C0031_0180,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0180__A7R_H96,a7o_l1_C0031_0180,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0949__A7R_H4,a7o_l1_C0031_0949,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0949__A7R_H8,a7o_l1_C0031_0949,8,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0949__A7R_H12,a7o_l1_C0031_0949,12,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0031_0949__A7R_H24,a7o_l1_C0031_0949,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0949__A7R_H48,a7o_l1_C0031_0949,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0949__A7R_H72,a7o_l1_C0031_0949,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0031_0949__A7R_H96,a7o_l1_C0031_0949,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0032_0193__A7R_H4,a7o_l1_C0032_0193,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0193__A7R_H8,a7o_l1_C0032_0193,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0193__A7R_H12,a7o_l1_C0032_0193,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0193__A7R_H24,a7o_l1_C0032_0193,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0193__A7R_H48,a7o_l1_C0032_0193,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0193__A7R_H72,a7o_l1_C0032_0193,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0193__A7R_H96,a7o_l1_C0032_0193,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0387__A7R_H4,a7o_l1_C0032_0387,4,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0387__A7R_H8,a7o_l1_C0032_0387,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0387__A7R_H12,a7o_l1_C0032_0387,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0387__A7R_H24,a7o_l1_C0032_0387,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0387__A7R_H48,a7o_l1_C0032_0387,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0387__A7R_H72,a7o_l1_C0032_0387,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0387__A7R_H96,a7o_l1_C0032_0387,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0484__A7R_H4,a7o_l1_C0032_0484,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0032_0484__A7R_H8,a7o_l1_C0032_0484,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0032_0484__A7R_H12,a7o_l1_C0032_0484,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0484__A7R_H24,a7o_l1_C0032_0484,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0484__A7R_H48,a7o_l1_C0032_0484,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0484__A7R_H72,a7o_l1_C0032_0484,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0032_0484__A7R_H96,a7o_l1_C0032_0484,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0036_0678__A7R_H4,a7o_l1_C0036_0678,4,A7R_HORIZON_HOLD,raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive,False,False
a7o_l1_C0036_0678__A7R_H8,a7o_l1_C0036_0678,8,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0036_0678__A7R_H12,a7o_l1_C0036_0678,12,A7R_HORIZON_HOLD,cost20_recent_nonpositive;cost30_recent_nonpositive,False,False
a7o_l1_C0036_0678__A7R_H24,a7o_l1_C0036_0678,24,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0036_0678__A7R_H48,a7o_l1_C0036_0678,48,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0036_0678__A7R_H72,a7o_l1_C0036_0678,72,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0036_0678__A7R_H96,a7o_l1_C0036_0678,96,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0036_0564__A7R_H4,a7o_l1_C0036_0564,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0036_0564__A7R_H8,a7o_l1_C0036_0564,8,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0036_0564__A7R_H12,a7o_l1_C0036_0564,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_0564__A7R_H24,a7o_l1_C0036_0564,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_0564__A7R_H48,a7o_l1_C0036_0564,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_0564__A7R_H72,a7o_l1_C0036_0564,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_0564__A7R_H96,a7o_l1_C0036_0564,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H4,a7o_l1_C0036_2036,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0036_2036__A7R_H8,a7o_l1_C0036_2036,8,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H12,a7o_l1_C0036_2036,12,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H24,a7o_l1_C0036_2036,24,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H48,a7o_l1_C0036_2036,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H72,a7o_l1_C0036_2036,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0036_2036__A7R_H96,a7o_l1_C0036_2036,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0372__A7R_H4,a7o_l1_C0042_0372,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0372__A7R_H8,a7o_l1_C0042_0372,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0372__A7R_H12,a7o_l1_C0042_0372,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0372__A7R_H24,a7o_l1_C0042_0372,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0372__A7R_H48,a7o_l1_C0042_0372,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0372__A7R_H72,a7o_l1_C0042_0372,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0372__A7R_H96,a7o_l1_C0042_0372,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_2036__A7R_H4,a7o_l1_C0042_2036,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_2036__A7R_H8,a7o_l1_C0042_2036,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_2036__A7R_H12,a7o_l1_C0042_2036,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_2036__A7R_H24,a7o_l1_C0042_2036,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_2036__A7R_H48,a7o_l1_C0042_2036,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_2036__A7R_H72,a7o_l1_C0042_2036,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_2036__A7R_H96,a7o_l1_C0042_2036,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0564__A7R_H4,a7o_l1_C0042_0564,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;lag1_recent_nonpositive;lag2_recent_nonpositive;lag3_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0564__A7R_H8,a7o_l1_C0042_0564,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0564__A7R_H12,a7o_l1_C0042_0564,12,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0564__A7R_H24,a7o_l1_C0042_0564,24,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,False,False
a7o_l1_C0042_0564__A7R_H48,a7o_l1_C0042_0564,48,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0564__A7R_H72,a7o_l1_C0042_0564,72,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0042_0564__A7R_H96,a7o_l1_C0042_0564,96,A7R_HORIZON_MAY_VETOED,may_raw_gross_below_min;may_residual_gross_below_min;may_raw_active_below_min;may_residual_active_below_min,True,False
a7o_l1_C0044_1163__A7R_H4,a7o_l1_C0044_1163,4,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0044_1163__A7R_H8,a7o_l1_C0044_1163,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0044_1163__A7R_H12,a7o_l1_C0044_1163,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0044_1163__A7R_H24,a7o_l1_C0044_1163,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_1163__A7R_H48,a7o_l1_C0044_1163,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_1163__A7R_H72,a7o_l1_C0044_1163,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_1163__A7R_H96,a7o_l1_C0044_1163,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0044_0290__A7R_H4,a7o_l1_C0044_0290,4,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0044_0290__A7R_H8,a7o_l1_C0044_0290,8,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0044_0290__A7R_H12,a7o_l1_C0044_0290,12,A7R_HORIZON_RESEARCH_CANDIDATE_DIAGNOSTIC,,True,True
a7o_l1_C0044_0290__A7R_H24,a7o_l1_C0044_0290,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0044_0290__A7R_H48,a7o_l1_C0044_0290,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0290__A7R_H72,a7o_l1_C0044_0290,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0290__A7R_H96,a7o_l1_C0044_0290,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail,True,False
a7o_l1_C0044_0484__A7R_H4,a7o_l1_C0044_0484,4,A7R_HORIZON_HOLD,cost30_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0044_0484__A7R_H8,a7o_l1_C0044_0484,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0484__A7R_H12,a7o_l1_C0044_0484,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0484__A7R_H24,a7o_l1_C0044_0484,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0484__A7R_H48,a7o_l1_C0044_0484,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0484__A7R_H72,a7o_l1_C0044_0484,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0044_0484__A7R_H96,a7o_l1_C0044_0484,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H4,a7o_l1_C0045_1354,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;residual_funding_recent_nonpositive;residual_core4_recent_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0045_1354__A7R_H8,a7o_l1_C0045_1354,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H12,a7o_l1_C0045_1354,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H24,a7o_l1_C0045_1354,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H48,a7o_l1_C0045_1354,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H72,a7o_l1_C0045_1354,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1354__A7R_H96,a7o_l1_C0045_1354,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_0576__A7R_H4,a7o_l1_C0045_0576,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;cost20_recent_nonpositive;cost30_recent_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0045_0576__A7R_H8,a7o_l1_C0045_0576,8,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail,False,False
a7o_l1_C0045_0576__A7R_H12,a7o_l1_C0045_0576,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_0576__A7R_H24,a7o_l1_C0045_0576,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_0576__A7R_H48,a7o_l1_C0045_0576,48,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_0576__A7R_H72,a7o_l1_C0045_0576,72,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_0576__A7R_H96,a7o_l1_C0045_0576,96,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1357__A7R_H4,a7o_l1_C0045_1357,4,A7R_HORIZON_HOLD,raw_validation_nonpositive;may_raw_severe_fail;may_residual_funding_negative,False,False
a7o_l1_C0045_1357__A7R_H8,a7o_l1_C0045_1357,8,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1357__A7R_H12,a7o_l1_C0045_1357,12,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
a7o_l1_C0045_1357__A7R_H24,a7o_l1_C0045_1357,24,A7R_HORIZON_MAY_VETOED,may_raw_severe_fail;may_residual_funding_negative,True,False
